word	partOfSpeech	English	source_url
avispa	noun	wasp (any of many types of stinging flying insects	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
ayuno	noun	fasting (not having eaten)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
añil	noun	indigo (colour)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
añoranza	noun	nostalgia	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
baba	noun	drool, dribble	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
baboso	adjective	slimy	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
ballena	noun	whale	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
balsero	noun	balsero	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
bambú	noun	bamboo (plant)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
bandolero	noun	bandit, outlaw	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
bandoneón	noun	bandoneon	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
banquillo	noun	dock (part of a courtroom where the accused sits)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
barbaridad	noun	barbarity	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
barbilla	noun	chin	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
barrote	noun	bar, beam, crossbeam	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
bata	noun	child	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
bautizo	noun	baptism	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
beato	adjective	having too much beatitude	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
benevolencia	noun	benevolence	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
berberisco	adjective	Berber	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
bestia	noun	beast	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
bikini	noun	bikini	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
biográfico	adjective	biographic	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
bloquear	verb	to block	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
brindis	noun	toast (e.g., to one’s health)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
brujo	noun	male witch, warlock	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
brumoso	adjective	misty, foggy	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
bucear	verb	to dive	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
buho	noun	superseded spelling of búho	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
bullir	verb	to boil (to begin to turn into a gas)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
butaca	noun	armchair	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
básquet	noun	basketball (sport)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
cabecilla	noun	leader, boss	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
cabellera	noun	hair, head of hair	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
cabreo	noun	pest, frustration	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
cabrón	noun	coward	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
cadera	noun	hip	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
calcetín	noun	sock	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
calentura	noun	fever, calenture	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
calibrar	verb	to calibrate	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
califa	noun	caliph	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
callejuela	noun	alley	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
callo	noun	callus	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
calzada	noun	road	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
camada	noun	litter	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
camuflar	verb	to camouflage	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
canalizar	verb	to channel	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
canario	adjective	canary (bird)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
canasta	noun	basket	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
caniche	noun	poodle	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
cansado	adjective	tired, weary, wearied	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
capicúa	noun	palindromic number	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
capricho	noun	caprice, vagary, whim	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
caracola	noun	shell of a marine snail (the kind that can be blown as a	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
carmelo	noun	a player	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
carretero	noun	cartwright	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
carroñero	adjective	disgusting	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
casamiento	noun	marriage (event)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
caserío	noun	country house	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
casita	noun	diminutive of casa	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
caspa	noun	dandruff	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
castillo	noun	castle (a large building that is fortified and contains	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
casual	adjective	casual	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
cataclismo	noun	cataclysm	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
catalogar	verb	to catalogue	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
cautivador	adjective	captivating	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
cazador	noun	hunter	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
cazo	noun	a kind of large saucepan or saucepot	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
ceniza	noun	feminine singular of cenizo	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
cenizo	adjective	ash	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
cercar	verb	to corral, fence	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
cerda	noun	sow (female pig)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
cerilla	noun	match (firestarter)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
cero	num	zero	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
certeza	noun	certainty	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
cerámico	adjective	ceramic	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
cese	noun	cessation	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
cesárea	noun	Caesarean section	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
ceñir	verb	to adjust (clothing)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
chabola	noun	shanty	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
chica	noun	feminine singular of chico	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
chotis	noun	a schottische	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
chulear	verb	to compliment, show off	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
chupacirios	noun	Bible basher	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
chupatintas	noun	a pencil pusher	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
cifrar	verb	to value, quantify	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
ciprés	noun	cypress (Cupressus sempervirens)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
circunciso	adjective	circumcised	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
ciruela	noun	plum	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
civilizar	verb	to civilize	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
claustrofóbico	adjective	claustrophobe	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
clonar	verb	to clone	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
coartada	noun	alibi	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
cobardía	noun	cowardice	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
cobijar	verb	to cover	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
codiciar	verb	to covet	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
codificar	verb	to encode	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
cofia	noun	cap (head covering of a nurse or waitress)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
coito	noun	coitus	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
cojín	noun	cushion	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
colapsar	verb	to cause to collapse	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
colibrí	noun	hummingbird	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
comarca	noun	district	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
comedero	adjective	eatable	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
comedir	verb	to moderate, restrain	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
comentarista	noun	commentator (person who comments professionally)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
comisura	noun	commissure (edge of the mouth)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
compendio	noun	compendium	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
competitividad	noun	competitiveness	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
compilación	noun	compilation	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
complicación	noun	complication	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
compulsivo	adjective	compulsive	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
comunismo	noun	communism	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
concejal	noun	member of a council	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
concejalía	noun	council department	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
condal	adjective	county	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
condenatorio	adjective	condemnatory	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
conector	noun	connecting	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
confitero	noun	confectioner	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
conjunción	noun	conjunction	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
conmemorativo	adjective	commemorative	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
consenso	noun	consensus	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
conservatorio	noun	music academy	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
consolar	verb	to console	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
consumista	adjective	consumer	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
consustancial	adjective	consubstantial (of the same substance)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
contraatacar	verb	to counter-attack	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
contracción	noun	contraction	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
contradictorio	adjective	contradictory	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
contraorden	noun	countermand	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
contrarrestar	verb	to counteract, counter	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
convalecencia	noun	convalescence; R&R	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
convencimiento	noun	persuasion, convincing	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
convite	noun	banquet, feast	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
copla	noun	couplet; stanza	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
coraje	noun	courage, bravery, spunk	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
cordobés	adjective	Cordoban	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
corear	verb	to chant	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
corneta	noun	horn (musical instrument)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
corpulencia	noun	corpulence, stoutness	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
cortocircuito	noun	short circuit	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
cosquillas	noun	tickling	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
costado	noun	side	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
costoso	adjective	costly, expensive	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
cotillear	verb	to gossip	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
cotilleo	noun	gossip	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
coñac	noun	cognac	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
crecida	noun	flood; flooding	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
crepuscular	adjective	crepuscular	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
crepúsculo	noun	twilight	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
crispar	verb	to irritate	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
cristalería	noun	glassware	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
crucigrama	noun	crossword	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
crudo	adjective	crude oil	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
cuartel	noun	quarters (military lodging)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
cuervo	noun	crow (bird)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
culminación	noun	climax	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
cuna	noun	cradle, crib	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
curandero	noun	shaman, witch doctor	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
cursi	adjective	cutesy, corny, cheesy	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
curvo	adjective	curved; bent	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
cátedra	noun	professorship	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
césped	noun	lawn	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
címbalo	noun	cymbal (musical instrument)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
cómplice	noun	accomplice	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
cónico	adjective	conic	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
daltónico	adjective	color blind	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
decepcionante	adjective	disappointing	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
decretar	verb	to decree	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
decreto	noun	decree	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
defendido	noun	defendant	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
deglutir	verb	to swallow	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
degradante	adjective	degrading, demeaning	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
dejo	noun	accent	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
deleite	noun	delight, delectation	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
delictivo	adjective	criminal	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
delirio	noun	delirium	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
demostración	noun	demonstration	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
desacreditar	verb	to discredit	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
desamparar	verb	to forsake	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
desangelado	adjective	soulless	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
desanimar	verb	to discourage	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
desatar	verb	to untie, undo, unfasten	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
descampado	noun	open ground, vacant lot	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
descarriar	verb	to mislead, lead astray	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
desconcertante	adjective	disconcerting, unnerving	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
desconcertar	verb	to disconcert	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
desconfiado	noun	past participle of desconfiar	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
descuidar	verb	to relieve from care	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
desdentar	verb	to render harmless	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
desdeñar	verb	to disdain, scorn	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
desdeñoso	adjective	disdainful, dismissive	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
desdibujar	verb	to blur	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
desgajar	verb	to tear off	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
deshacer	verb	to undo, to unmake	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
designación	noun	designation	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
desistir	verb	to desist, to give up	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
desmesurar	verb	to shake up, mess up	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
desolar	verb	to desolate, destroy	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
desorganización	noun	disorganization	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
desperdiciar	verb	to waste	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
despeñadero	noun	cliff	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
despilfarrador	adjective	wasteful	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
despliegue	noun	unfolding	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
destinatario	noun	addressee; consignee	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
destrozar	verb	to destroy, to break	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
desuso	noun	disuse (lack of use)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
detenimiento	noun	thoroughness	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
diapasón	noun	diapason	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
dichoso	adjective	fortunate, lucky	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
dictador	noun	dictator	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
difuminar	verb	to blur, smudge	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
difuso	adjective	diffuse	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
dilatar	verb	to prolong	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
dimisión	noun	resignation (leaving one's job or post)	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
diplomado	noun	graduate	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
discípulo	noun	disciple (a person who learns from another, especially one	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
disensión	noun	dissension	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
dispensar	verb	to dispense	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
distraído	noun	distracted, absent-minded	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
divagación	noun	digression	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
dobladillo	noun	hem of a garment	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
domador	noun	tamer	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
dominación	noun	domination	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
domingo	noun	Sunday	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
doncella	noun	maid, maiden	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
dorso	noun	back	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
droguería	noun	drugstore, pharmacy	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
duelo	noun	duel	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
duende	noun	a small humanoid creature who invades homes at night to	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
dueña	noun	female equivalent of dueño: owner	https://cental.uclouvain.be/cefrlex/ + https://kaikki.org
